FIPS,County,City,Year,Estimate,Primary Point
1946335,Johnson,Lone Tree,July 01 2013,1390,POINT (-91.4262099 41.4866558)
1911305,Dubuque,Cascade (pt.),July 01 2018,1868,POINT (-91.0045814 42.3019211)
1930945,Pocahontas,Gilmore City (pt.),July 01 2015,216,POINT (-94.4369129 42.7269003)
1931530,Wright,Goldfield,July 01 2016,611,POINT (-93.918191 42.7356412)
1926850,Clayton,Farmersburg,July 01 2018,269,POINT (-91.3670694 42.9588667)
1982470,Allamakee,Waterville,April 01 2010,144,POINT (-91.2960274 43.2083217)
1925725,Dubuque,Epworth,July 01 2017,1943,POINT (-90.9309156 42.4474634)
1971040,Winnebago,Scarville,April 01 2010,72,POINT (-93.6165718 43.4709669)
1922215,Crawford,Dow City,July 01 2016,502,POINT (-95.4943457 41.9279982)
1913575,Page,Clarinda,July 01 2014,5410,POINT (-95.0340039 40.7380114)
1966585,Howard,Riceville (pt.),July 01 2013,312,POINT (-92.5541081 43.362157)
1979410,Appanoose,Udell,July 01 2014,46,POINT (-92.7426983 40.7801811)
1960420,Humboldt,Ottosen,July 01 2017,37,POINT (-94.3755469 42.8980883)
1905905,Ringgold,Benton,July 01 2012,42,POINT (-94.3611955 40.704075)
1919495,Poweshiek,Deep River,April 01 2010,279,POINT (-92.3732274 41.5811789)
1939225,Guthrie,Jamaica,July 01 2012,220,POINT (-94.3069709 41.8452279)
1921900,Lyon,Doon,July 01 2014,601,POINT (-96.2317488 43.2787854)
1952230,Iowa,Millersburg,July 01 2016,142,POINT (-92.1591639 41.5731722)
1953175,Harrison,Mondamin,July 01 2015,377,POINT (-96.0214962 41.7100398)
1962445,Harrison,Persia,July 01 2014,300,POINT (-95.5704116 41.5785892)
1949215,Clinton,Maquoketa (pt.),July 01 2016,2,POINT (-90.6650882 42.0598994)
1900955,Marshall,Albion,April 01 2010,505,POINT (-92.9887407 42.1125257)
19049,Dallas,Balance of Dallas County,April 01 2010,10309,POINT (-94.0397374 41.6848862)
19133,Monona,Balance of Monona County,July 01 2012,2940,POINT (-95.9599235 42.0516663)
1965010,Howard,Protivin (pt.),July 01 2011,261,POINT (-92.0891446 43.2164283)
1959745,Mitchell,Osage,July 01 2017,3552,POINT (-92.8114161 43.2826461)
1965505,Carroll,Ralston (pt.),July 01 2012,74,POINT (-94.6293007 42.0417738)
1929055,Louisa,Fredonia,July 01 2014,238,POINT (-91.3393851 41.284514)
1961275,Shelby,Panama,July 01 2014,215,POINT (-95.4754762 41.7263507)
1906805,Benton,Blairstown,July 01 2011,689,POINT (-92.0823291 41.9062103)
1980490,Decatur,Van Wert,July 01 2015,210,POINT (-93.7918044 40.8710641)
1982020,Sac,Wall Lake,July 01 2017,765,POINT (-95.0927786 42.267186)
19021,Buena Vista,Balance of Buena Vista County,July 01 2011,4001,POINT (-95.151149 42.7354936)
1903520,Cass,Atlantic,April 01 2010,7112,POINT (-95.0138852 41.3956577)
1968205,Sioux,Rock Valley,July 01 2011,3451,POINT (-96.2915964 43.2044873)
1941520,Shelby,Kirkman,July 01 2013,62,POINT (-95.2672884 41.7280558)
1956100,Chickasaw,New Hampton,July 01 2016,3435,POINT (-92.3163583 43.0571675)
19111,Lee,Balance of Lee County,July 01 2011,10693,POINT (-91.479264 40.6419764)
1986835,Harrison,Woodbine,July 01 2014,1426,POINT (-95.7067259 41.7346202)
1938280,Warren,Indianola,July 01 2014,15247,POINT (-93.5658922 41.3623795)
1927975,Davis,Floris,July 01 2011,138,POINT (-92.3322763 40.8639326)
1937290,Sioux,Hospers,July 01 2014,715,POINT (-95.903694 43.0725353)
1927255,Marshall,Ferguson,April 01 2010,126,POINT (-92.8630313 41.9385801)
1952455,Warren,Milo,July 01 2013,770,POINT (-93.4393691 41.2887201)
1986250,Polk,Windsor Heights,July 01 2012,5001,POINT (-93.7128163 41.6041919)
1964875,Wayne,Promise City,July 01 2015,108,POINT (-93.1497895 40.7473394)
1969285,Lucas,Russell,July 01 2017,533,POINT (-93.2005385 40.9801052)
1939135,Winneshiek,Jackson Junction,July 01 2011,58,POINT (-92.0462156 43.1013241)
19041,Clay,Balance of Clay County,July 01 2014,3224,POINT (-95.1509194 43.0825804)
1940350,Ringgold,Kellerton,April 01 2010,315,POINT (-94.0502485 40.7102575)
1944490,Taylor,Lenox (pt.),July 01 2012,1373,POINT (-94.5583357 40.8830419)
19073,Greene,Balance of Greene County,April 01 2010,2623,POINT (-94.3968356 42.0362394)
1956595,Warren,New Virginia,July 01 2015,488,POINT (-93.7310405 41.1816162)
1944220,Tama,Le Grand (pt.),April 01 2010,0,POINT (-92.7749753 42.0066925)
1965235,Buchanan,Quasqueton,April 01 2010,554,POINT (-91.7578731 42.3943539)
1917760,Cass,Cumberland,July 01 2017,248,POINT (-94.8706703 41.273088)
1917940,Woodbury,Cushing,July 01 2017,216,POINT (-95.675703 42.464969)
1971310,Greene,Scranton,July 01 2017,530,POINT (-94.5490547 42.0190882)
1929955,Hancock,Garner,July 01 2011,3120,POINT (-93.6032978 43.0995359)
19181,Warren,Balance of Warren County,July 01 2011,14816,POINT (-93.5613594 41.3343735)
1983010,Clay,Webb,July 01 2016,134,POINT (-95.0129187 42.9497593)
1947730,Sac,Lytton (pt.),July 01 2011,270,POINT (-94.8604989 42.4233029)
1944985,Jefferson,Libertyville,July 01 2013,329,POINT (-92.0501957 40.9582432)
1986385,Henry,Winfield,July 01 2011,1141,POINT (-91.4380958 41.125855)
1908470,Washington,Brighton,July 01 2012,657,POINT (-91.8212009 41.1746979)
1902845,Fayette,Arlington,July 01 2012,424,POINT (-91.6710476 42.7487868)
1925815,Page,Essex,July 01 2017,754,POINT (-95.3038067 40.832679)
1932745,Butler,Greene (pt.),July 01 2018,1068,POINT (-92.8043393 42.8969089)
1984450,Dickinson,West Okoboji,April 01 2010,289,POINT (-95.163113 43.348994)
19183,Washington,Balance of Washington County,July 01 2014,8116,POINT (-91.7178676 41.335591)
1947370,Humboldt,Lu Verne (pt.),July 01 2016,35,POINT (-94.0836262 42.9092283)
1913575,Page,Clarinda,July 01 2018,5376,POINT (-95.0340039 40.7380114)
1939450,Greene,Jefferson,July 01 2013,4259,POINT (-94.3797781 42.017241)
1986385,Henry,Winfield,July 01 2014,1136,POINT (-91.4380958 41.125855)
1938640,Hardin,Iowa Falls,July 01 2014,5221,POINT (-93.2661847 42.5190554)
1915105,Page,College Springs,July 01 2015,209,POINT (-95.1211184 40.6212901)
1963885,Cerro Gordo,Plymouth,July 01 2015,369,POINT (-93.1232438 43.2464338)
1952050,Jackson,Miles,July 01 2011,453,POINT (-90.3150838 42.048783)
1940170,Washington,Kalona,July 01 2018,2541,POINT (-91.7018231 41.4873802)
1982965,Henry,Wayland,July 01 2013,966,POINT (-91.659088 41.148462)
19083,Hardin,Balance of Hardin County,July 01 2016,4534,POINT (-93.2404025 42.3838803)
1944220,Marshall,Le Grand (pt.),July 01 2014,940,POINT (-92.7749753 42.0066925)
1981345,Clayton,Volga,July 01 2016,199,POINT (-91.5422736 42.8026667)
1903025,Dickinson,Arnolds Park,July 01 2018,1295,POINT (-95.1362945 43.3602008)
1976260,Fayette,Sumner (pt.),July 01 2015,19,POINT (-92.0974233 42.8494642)
1962850,Boone,Pilot Mound,July 01 2014,170,POINT (-94.0183302 42.1592616)
1950790,Des Moines,Mediapolis,July 01 2013,1573,POINT (-91.1637445 41.0078886)
1930945,Humboldt,Gilmore City (pt.),July 01 2012,280,POINT (-94.4369129 42.7269003)
1942690,Sac,Lake View,July 01 2017,1086,POINT (-95.0407782 42.3046918)
1943725,Pocahontas,Laurens,July 01 2011,1247,POINT (-94.8482953 42.8477467)
1937920,Story,Huxley,April 01 2010,3317,POINT (-93.5913007 41.8960875)
1911080,Carroll,Carroll,July 01 2011,10124,POINT (-94.8646894 42.0697353)
1970095,Warren,St. Marys,July 01 2014,126,POINT (-93.733872 41.3076511)
1978330,Kossuth,Titonka,July 01 2018,449,POINT (-94.0413989 43.2371658)
1908290,Carroll,Breda,July 01 2016,477,POINT (-94.9750461 42.183967)
1932745,Butler,Greene (pt.),July 01 2013,1122,POINT (-92.8043393 42.8969089)
1911170,Pottawattamie,Carson,July 01 2013,804,POINT (-95.418543 41.2359227)
1902845,Fayette,Arlington,July 01 2017,402,POINT (-91.6710476 42.7487868)
1976755,Kossuth,Swea City,July 01 2014,526,POINT (-94.3109198 43.3832998)
1964290,Allamakee,Postville (pt.),July 01 2015,1841,POINT (-91.5682128 43.0839487)
1958080,Pottawattamie,Oakland,July 01 2016,1511,POINT (-95.3967245 41.3077729)
1958575,Sac,Odebolt,July 01 2012,989,POINT (-95.2542336 42.3117964)
1984900,Keokuk,What Cheer,July 01 2013,632,POINT (-92.3546256 41.3997555)
1974415,Dickinson,Spirit Lake,July 01 2017,5098,POINT (-95.1108029 43.4177008)
1949170,Monona,Mapleton,April 01 2010,1224,POINT (-95.7904763 42.167086)
19071,Fremont,Balance of Fremont County,July 01 2015,2737,POINT (-95.6046765 40.7455892)
1967170,Emmet,Ringsted,July 01 2016,389,POINT (-94.5067295 43.2949389)
1933645,Carroll,Halbur,July 01 2018,251,POINT (-94.972048 42.0051243)
1981075,Webster,Vincent,July 01 2014,166,POINT (-94.018863 42.5918299)
1916590,Hancock,Corwith,July 01 2012,272,POINT (-93.9580791 42.9890004)
1919090,Decatur,Davis City,July 01 2012,196,POINT (-93.8126017 40.6401518)
1919765,Crawford,Deloit,July 01 2011,268,POINT (-95.3174643 42.0971421)
1952950,Jasper,Mitchellville (pt.),July 01 2018,26,POINT (-93.3629093 41.6678771)
1925995,Black Hawk,Evansdale,July 01 2014,4808,POINT (-92.2764679 42.4634704)
1910450,Van Buren,Cantril,July 01 2012,219,POINT (-92.0684662 40.6428412)
1913080,Cherokee,Cherokee,July 01 2014,5128,POINT (-95.5525761 42.7508555)
1977340,Carroll,Templeton,July 01 2015,344,POINT (-94.9415676 41.9181145)
1931890,Worth,Grafton,July 01 2017,248,POINT (-93.0687031 43.3304389)
1953895,Webster,Moorland,July 01 2011,168,POINT (-94.2954106 42.4413943)
19139,Muscatine,Balance of Muscatine County,July 01 2016,10169,POINT (-91.1127562 41.4839221)
1950385,Sioux,Matlock,July 01 2013,90,POINT (-95.9345034 43.2443282)
1916500,Adams,Corning,July 01 2014,1562,POINT (-94.7395154 40.9929182)
1921900,Lyon,Doon,July 01 2011,594,POINT (-96.2317488 43.2787854)
1935445,Keokuk,Hayesville,July 01 2012,50,POINT (-92.2476997 41.2647098)
1932070,Decatur,Grand River,July 01 2017,217,POINT (-93.9633868 40.8189407)
1905365,Taylor,Bedford,July 01 2012,1428,POINT (-94.7240366 40.6711504)
1963525,Polk,Pleasant Hill,July 01 2018,10064,POINT (-93.487681 41.5725717)
1978915,Bremer,Tripoli,July 01 2018,1356,POINT (-92.2578939 42.8083304)
1912720,Lucas,Chariton,July 01 2018,4172,POINT (-93.3094486 41.0175751)
1944580,Decatur,Le Roy,July 01 2014,14,POINT (-93.5924703 40.8783629)
1945615,Linn,Lisbon,July 01 2011,2157,POINT (-91.3916619 41.9205324)
1977880,Cerro Gordo,Thornton,July 01 2012,420,POINT (-93.387069 42.9442074)
1965595,Hamilton,Randall,July 01 2013,168,POINT (-93.602632 42.2371232)
1933150,Cass,Griswold,July 01 2011,1017,POINT (-95.1392779 41.2342966)
1975990,Guthrie,Stuart (pt.),July 01 2014,930,POINT (-94.3186774 41.5002688)
1918075,Humboldt,Dakota City,July 01 2014,822,POINT (-94.1976919 42.7229033)
1963840,Pocahontas,Plover,July 01 2012,75,POINT (-94.6222266 42.876712)
1986610,Cass,Wiota,July 01 2012,114,POINT (-94.8874747 41.4010236)
1977790,Humboldt,Thor,July 01 2014,182,POINT (-94.0495691 42.6881159)
1950700,Cedar,Mechanicsville,July 01 2017,1126,POINT (-91.2532455 41.905572)
1986385,Henry,Winfield,July 01 2012,1138,POINT (-91.4380958 41.125855)
1902125,Jackson,Andrew,July 01 2013,418,POINT (-90.5919309 42.153216)
1917130,Washington,Crawfordsville,July 01 2013,266,POINT (-91.5366275 41.2139194)
1911305,Jones,Cascade (pt.),July 01 2018,435,POINT (-91.0045814 42.3019211)
1947595,Jasper,Lynnville,July 01 2017,388,POINT (-92.7868908 41.5728356)
1909235,Scott,Buffalo,July 01 2015,1294,POINT (-90.6982147 41.4648017)
19109,Kossuth,Balance of Kossuth County,July 01 2014,5593,POINT (-94.2067199 43.20413)
1915825,Grundy,Conrad,July 01 2011,1102,POINT (-92.8741297 42.2233803)
1961275,Shelby,Panama,July 01 2016,210,POINT (-95.4754762 41.7263507)
1905365,Taylor,Bedford,July 01 2013,1421,POINT (-94.7240366 40.6711504)
1950160,Cerro Gordo,Mason City,July 01 2014,27421,POINT (-93.1998074 43.1487201)
1944985,Jefferson,Libertyville,July 01 2017,341,POINT (-92.0501957 40.9582432)
1986385,Henry,Winfield,July 01 2017,1106,POINT (-91.4380958 41.125855)
1984090,Plymouth,Westfield,July 01 2016,132,POINT (-96.6055187 42.7561653)
19181,Warren,Balance of Warren County,July 01 2018,15353,POINT (-93.5613594 41.3343735)
1940980,Washington,Keota (pt.),July 01 2016,0,POINT (-91.953364 41.3654267)
19047,Crawford,Balance of Crawford County,July 01 2013,4612,POINT (-95.3819678 42.0372125)
1939450,Greene,Jefferson,April 01 2010,4345,POINT (-94.3797781 42.017241)
1924420,Wapello,Eldon,July 01 2017,918,POINT (-92.2176726 40.9176345)
1913755,Butler,Clarksville,July 01 2011,1436,POINT (-92.6680076 42.7799869)
1921810,Lee,Donnellson,July 01 2012,894,POINT (-91.5615902 40.6441384)
1952455,Warren,Milo,July 01 2015,767,POINT (-93.4393691 41.2887201)
1976260,Fayette,Sumner (pt.),July 01 2011,20,POINT (-92.0974233 42.8494642)
1952275,Wayne,Millerton,July 01 2011,45,POINT (-93.3057058 40.8493458)
1928380,Winnebago,Forest City (pt.),July 01 2016,3726,POINT (-93.6364115 43.2569692)
19061,Dubuque,Balance of Dubuque County,July 01 2018,19614,POINT (-90.8824564 42.468832)
1975990,Adair,Stuart (pt.),July 01 2017,713,POINT (-94.3186774 41.5002688)
1942690,Sac,Lake View,July 01 2016,1091,POINT (-95.0407782 42.3046918)
1957045,Page,Northboro,July 01 2018,57,POINT (-95.2936381 40.6080172)
19047,Crawford,Balance of Crawford County,April 01 2010,4514,POINT (-95.3819678 42.0372125)
1987375,Calhoun,Yetter,July 01 2014,33,POINT (-94.8431642 42.3161325)
1958620,Fayette,Oelwein,July 01 2016,6032,POINT (-91.9131952 42.6713674)
1927390,Worth,Fertile,April 01 2010,370,POINT (-93.4232008 43.2623108)
1969465,Delaware,Ryan,April 01 2010,361,POINT (-91.4851389 42.3524086)
1912720,Lucas,Chariton,July 01 2012,4260,POINT (-93.3094486 41.0175751)
1976035,Jasper,Sully,July 01 2018,836,POINT (-92.8468343 41.5780013)
1932115,Louisa,Grandview,July 01 2012,549,POINT (-91.1882749 41.2772257)
1924060,Clayton,Edgewood (pt.),July 01 2015,284,POINT (-91.401691 42.644231)
1926445,Jefferson,Fairfield,July 01 2014,10028,POINT (-91.9672596 41.0070611)
1957945,Appanoose,Numa,July 01 2017,88,POINT (-92.9799877 40.6854066)
19147,Palo Alto,Balance of Palo Alto County,July 01 2015,2496,POINT (-94.6781371 43.0820643)
1974505,Jackson,Springbrook,July 01 2016,144,POINT (-90.479117 42.1655919)
1913620,Wright,Clarion,July 01 2018,2741,POINT (-93.7293596 42.732213)
1974055,Keokuk,South English,July 01 2012,211,POINT (-92.090512 41.4520828)
1937290,Sioux,Hospers,July 01 2017,706,POINT (-95.903694 43.0725353)
1972840,Johnson,Shueyville,July 01 2015,666,POINT (-91.6521789 41.8465835)
1909820,Clinton,Calamus,July 01 2017,409,POINT (-90.7600146 41.8264945)
1971940,Union,Shannon City (pt.),April 01 2010,66,POINT (-94.2638596 40.8992002)
1909100,Hardin,Buckeye,July 01 2012,111,POINT (-93.3758285 42.419473)
1904240,Guthrie,Bagley,July 01 2012,295,POINT (-94.4303047 41.8463643)
1949935,Keokuk,Martinsburg,July 01 2011,111,POINT (-92.2519181 41.1786664)
1915960,Taylor,Conway,July 01 2016,41,POINT (-94.6200534 40.7492479)
1907930,Page,Braddyville,July 01 2012,156,POINT (-95.0311862 40.5806312)
1979950,Polk,Urbandale (pt.),July 01 2012,33052,POINT (-93.7813726 41.6390015)
1938010,Ida,Ida Grove,July 01 2012,2127,POINT (-95.4731796 42.343883)
1980400,Benton,Van Horne,April 01 2010,682,POINT (-92.0894145 42.009549)
1919180,Webster,Dayton,April 01 2010,837,POINT (-94.0711394 42.262259)
1979095,Buena Vista,Truesdale,July 01 2015,81,POINT (-95.1834071 42.7292568)
19067,Floyd,Balance of Floyd County,July 01 2011,5215,POINT (-92.7890033 43.0599208)
1955335,Floyd,Nashua (pt.),July 01 2015,2,POINT (-92.5417304 42.950168)
19187,Webster,Balance of Webster County,July 01 2013,7442,POINT (-94.1817881 42.4279662)
1926760,Dubuque,Farley,July 01 2012,1560,POINT (-91.0091147 42.4437548)
1941385,Plymouth,Kingsley,July 01 2015,1406,POINT (-95.9679007 42.5864657)
1986880,Clarke,Woodburn,July 01 2018,198,POINT (-93.5962852 41.0108726)
1921000,Warren,Des Moines (pt.),July 01 2012,214,POINT (-93.6104316 41.5725032)
1942015,Marion,Knoxville,July 01 2016,7200,POINT (-93.1023566 41.3188166)
1970320,Woodbury,Salix,July 01 2013,386,POINT (-96.3158764 42.3206398)
1969330,Palo Alto,Ruthven,July 01 2017,696,POINT (-94.8984503 43.1300915)
1945480,Buena Vista,Linn Grove,July 01 2013,156,POINT (-95.242346 42.8928146)
1943365,Black Hawk,La Porte City,July 01 2014,2304,POINT (-92.1911991 42.3137209)
1904780,Chickasaw,Bassett,July 01 2016,66,POINT (-92.5157252 43.0620062)
1930045,Tama,Garwin,July 01 2013,514,POINT (-92.6790893 42.0934589)
1917985,Palo Alto,Cylinder,July 01 2014,85,POINT (-94.5511492 43.089664)
1922215,Crawford,Dow City,July 01 2017,504,POINT (-95.4943457 41.9279982)
1934725,O'Brien,Hartley,July 01 2014,1628,POINT (-95.4767498 43.1790472)
1935445,Keokuk,Hayesville,July 01 2017,49,POINT (-92.2476997 41.2647098)
1938460,Chickasaw,Ionia,July 01 2015,282,POINT (-92.4584186 43.0360537)
1900955,Marshall,Albion,July 01 2015,472,POINT (-92.9887407 42.1125257)
1915060,Jasper,Colfax,July 01 2018,2069,POINT (-93.240454 41.676085)
1944220,Tama,Le Grand (pt.),July 01 2014,0,POINT (-92.7749753 42.0066925)
1906040,Boone,Berkley,April 01 2010,32,POINT (-94.113648 41.9464164)
1983190,Decatur,Weldon,July 01 2013,118,POINT (-93.7355473 40.8972891)
1948450,Boone,Madrid,July 01 2016,2576,POINT (-93.820109 41.8756295)
1979815,Mahaska,University Park,July 01 2017,474,POINT (-92.6149705 41.2855651)
1901495,Buena Vista,Alta,July 01 2014,1971,POINT (-95.3045104 42.6716795)
1952500,Van Buren,Milton,July 01 2013,418,POINT (-92.1621496 40.671185)
1919180,Webster,Dayton,July 01 2013,814,POINT (-94.0711394 42.262259)
1955065,Clarke,Murray,April 01 2010,756,POINT (-93.9488848 41.0413552)
1944580,Decatur,Le Roy,July 01 2018,14,POINT (-93.5924703 40.8783629)
1906490,Madison,Bevington (pt.),April 01 2010,58,POINT (-93.7902373 41.3595466)
1977745,Winnebago,Thompson,July 01 2018,479,POINT (-93.7746954 43.3697498)
1932610,Delaware,Greeley,July 01 2017,244,POINT (-91.341545 42.5850578)
1923475,Sac,Early,July 01 2013,538,POINT (-95.1523842 42.4614169)
1981120,Tama,Vining,July 01 2011,50,POINT (-92.3875202 41.990983)
19133,Monona,Balance of Monona County,July 01 2013,2929,POINT (-95.9599235 42.0516663)
1985800,Hamilton,Williams,July 01 2014,335,POINT (-93.5410724 42.489213)
1944670,Lyon,Lester,July 01 2015,299,POINT (-96.3314371 43.4402995)
1923790,Madison,East Peru,July 01 2011,125,POINT (-93.9295169 41.2270332)
1919495,Poweshiek,Deep River,July 01 2011,278,POINT (-92.3732274 41.5811789)
1972345,Story,Sheldahl (pt.),July 01 2014,156,POINT (-93.6967164 41.8642901)
1974055,Keokuk,South English,July 01 2011,210,POINT (-92.090512 41.4520828)
1941475,Keokuk,Kinross,July 01 2013,72,POINT (-91.9873035 41.4588773)
1932070,Decatur,Grand River,July 01 2016,219,POINT (-93.9633868 40.8189407)
1912990,Tama,Chelsea,July 01 2016,257,POINT (-92.3945142 41.9204989)
1978060,Johnson,Tiffin,July 01 2016,3003,POINT (-91.658392 41.7067521)
1931800,Palo Alto,Graettinger,July 01 2016,803,POINT (-94.7504243 43.2370707)
1950880,Marshall,Melbourne,July 01 2018,811,POINT (-93.1026156 41.9415478)
1937425,Hardin,Hubbard,July 01 2015,829,POINT (-93.3013025 42.3061102)
1953895,Webster,Moorland,July 01 2018,160,POINT (-94.2954106 42.4413943)
1955695,Story,Nevada,July 01 2014,6847,POINT (-93.463738 42.0185408)
1923970,Wapello,Eddyville (pt.),July 01 2014,798,POINT (-92.6297911 41.1592059)
1923250,Wright,Eagle Grove,July 01 2011,3529,POINT (-93.9026088 42.6667195)
1949620,Clayton,Marquette,July 01 2012,462,POINT (-91.1905647 43.0446015)
1919405,Winneshiek,Decorah,July 01 2012,8099,POINT (-91.7850015 43.3018112)
1986610,Cass,Wiota,July 01 2015,111,POINT (-94.8874747 41.4010236)
19057,Des Moines,Balance of Des Moines County,July 01 2011,8843,POINT (-91.1814707 40.9231829)
1926355,Fayette,Fairbank (pt.),July 01 2018,283,POINT (-92.0475697 42.6401042)
1949170,Monona,Mapleton,July 01 2016,1188,POINT (-95.7904763 42.167086)
1973875,Johnson,Solon,July 01 2017,2631,POINT (-91.4975934 41.8063316)
1957675,Polk,Norwalk (pt.),July 01 2013,0,POINT (-93.6922661 41.4914536)
1904645,Webster,Barnum,July 01 2011,192,POINT (-94.365698 42.5062002)
1948495,Harrison,Magnolia,July 01 2013,177,POINT (-95.8741284 41.6921843)
19097,Jackson,Balance of Jackson County,July 01 2013,7912,POINT (-90.5742294 42.1717426)
1942015,Marion,Knoxville,July 01 2011,7282,POINT (-93.1023566 41.3188166)
1951150,Cherokee,Meriden,July 01 2011,156,POINT (-95.6340769 42.7945167)
1923115,Dubuque,Dyersville (pt.),July 01 2011,3886,POINT (-91.1174613 42.4817273)
1969690,Dubuque,Sageville,July 01 2013,103,POINT (-90.7061464 42.5489155)
1957225,Iowa,North English (pt.),July 01 2011,1029,POINT (-92.0776314 41.5164005)
1919180,Webster,Dayton,July 01 2017,797,POINT (-94.0711394 42.262259)
1919810,Ringgold,Delphos,July 01 2012,24,POINT (-94.3402745 40.663174)
1901045,Hardin,Alden,July 01 2012,773,POINT (-93.380649 42.5105935)
1937605,Wayne,Humeston,July 01 2012,476,POINT (-93.4972195 40.8609187)
1957630,Worth,Northwood,July 01 2012,1972,POINT (-93.2166459 43.444054)
19079,Hamilton,Balance of Hamilton County,July 01 2013,3708,POINT (-93.7068085 42.3837722)
1977880,Cerro Gordo,Thornton,April 01 2010,422,POINT (-93.387069 42.9442074)
1901180,Polk,Alleman,July 01 2012,446,POINT (-93.6094604 41.8158459)
1959925,Mahaska,Oskaloosa,July 01 2012,11493,POINT (-92.6404876 41.2921009)
1931035,Tama,Gladbrook,July 01 2015,881,POINT (-92.7150959 42.1860667)
1914970,Page,Coin,April 01 2010,193,POINT (-95.2348731 40.6560633)
19177,Van Buren,Balance of Van Buren County,July 01 2016,3918,POINT (-91.9499871 40.7532294)
1914115,Cherokee,Cleghorn,April 01 2010,240,POINT (-95.7126506 42.812537)
1965505,Carroll,Ralston (pt.),July 01 2018,71,POINT (-94.6293007 42.0417738)
1938640,Hardin,Iowa Falls,July 01 2015,5161,POINT (-93.2661847 42.5190554)
1904510,Dubuque,Bankston,April 01 2010,25,POINT (-90.9613258 42.5075801)
1958665,Boone,Ogden,July 01 2011,2042,POINT (-94.0284384 42.0394235)
1979140,Madison,Truro,July 01 2018,501,POINT (-93.8466721 41.2097694)
1922890,Harrison,Dunlap (pt.),July 01 2012,1015,POINT (-95.6005625 41.8526254)
1948045,Mitchell,McIntire,July 01 2018,124,POINT (-92.5936847 43.4359606)
1947055,Clayton,Luana,July 01 2016,277,POINT (-91.4557178 43.0594516)
1947280,Boone,Luther,July 01 2011,122,POINT (-93.8200542 41.9669307)
1986070,Cedar,Wilton (pt.),July 01 2017,5,POINT (-91.0269994 41.5898612)
1965595,Hamilton,Randall,April 01 2010,173,POINT (-93.602632 42.2371232)
19099,Jasper,Balance of Jasper County,July 01 2014,12297,POINT (-93.053765 41.6860394)
1928020,Floyd,Floyd,July 01 2013,329,POINT (-92.7402544 43.1282005)
1944355,Winnebago,Leland,July 01 2017,277,POINT (-93.6350977 43.3318155)
1923790,Madison,East Peru,July 01 2013,124,POINT (-93.9295169 41.2270332)
1955785,Allamakee,New Albin,April 01 2010,522,POINT (-91.2881574 43.4969803)
1937335,Lee,Houghton,July 01 2017,138,POINT (-91.6108093 40.7836664)
1905140,Grundy,Beaman,July 01 2016,186,POINT (-92.822187 42.2202167)
1976035,Jasper,Sully,July 01 2016,820,POINT (-92.8468343 41.5780013)
1912720,Lucas,Chariton,July 01 2013,4216,POINT (-93.3094486 41.0175751)
1971355,Poweshiek,Searsboro,July 01 2016,144,POINT (-92.7042765 41.5792084)
1963525,Polk,Pleasant Hill,July 01 2015,9579,POINT (-93.487681 41.5725717)
1983775,Washington,West Chester,April 01 2010,146,POINT (-91.8169476 41.3400387)
1960690,Jones,Oxford Junction,April 01 2010,496,POINT (-90.954121 41.9837298)
1981570,Fayette,Wadena,April 01 2010,262,POINT (-91.6594004 42.8397808)
1967125,Calhoun,Rinard,July 01 2018,49,POINT (-94.4849296 42.3396126)
1968925,Clay,Rossie,July 01 2013,71,POINT (-95.1886124 43.0136605)
1928380,Winnebago,Forest City (pt.),July 01 2018,3721,POINT (-93.6364115 43.2569692)
1923115,Dubuque,Dyersville (pt.),July 01 2015,3939,POINT (-91.1174613 42.4817273)
1975945,Plymouth,Struble,July 01 2017,79,POINT (-96.1945847 42.8944666)
1958080,Pottawattamie,Oakland,July 01 2017,1507,POINT (-95.3967245 41.3077729)
19093,Ida,Balance of Ida County,July 01 2015,2152,POINT (-95.5134962 42.3868747)
1975135,Marshall,State Center,April 01 2010,1468,POINT (-93.1652582 42.0148885)
1984630,Crawford,Westside,July 01 2018,295,POINT (-95.1013476 42.075749)
1904240,Guthrie,Bagley,July 01 2017,289,POINT (-94.4303047 41.8463643)
19197,Wright,Balance of Wright County,July 01 2012,2920,POINT (-93.7351465 42.7331189)
1980580,Cerro Gordo,Ventura,July 01 2015,716,POINT (-93.4621042 43.1283345)
1962040,Mahaska,Pella (pt.),July 01 2017,2,POINT (-92.9177547 41.4051393)
1908155,Buchanan,Brandon,July 01 2014,307,POINT (-92.0032219 42.3150339)
19135,Monroe,Balance of Monroe County,July 01 2016,3451,POINT (-92.8689877 41.0297826)
19151,Pocahontas,Balance of Pocahontas County,July 01 2016,2223,POINT (-94.6787466 42.7341351)
1973605,Woodbury,Sloan,July 01 2014,974,POINT (-96.2257127 42.2324178)
19177,Van Buren,Balance of Van Buren County,July 01 2017,3878,POINT (-91.9499871 40.7532294)
1945255,Tama,Lincoln,July 01 2012,156,POINT (-92.6913872 42.2634642)
1953490,Poweshiek,Montezuma,July 01 2013,1425,POINT (-92.5273821 41.5833762)
1959070,Keokuk,Ollie,July 01 2018,211,POINT (-92.0923057 41.1991478)
1930945,Humboldt,Gilmore City (pt.),April 01 2010,281,POINT (-94.4369129 42.7269003)
1914880,Montgomery,Coburg,July 01 2011,42,POINT (-95.2655524 40.9187888)
